Observation,max_freq_1_x,max_freq_2_x,max_freq_3_x,max_freq_4_x,max_freq_5_x,max_freq_1_y,max_freq_2_y,max_freq_3_y,max_freq_4_y,max_freq_5_y
106.0,3760.0,3570.0000000000005,3550.0,3410.0,1950.0,5660.0,5630.0,5490.000000000001,3970.0000000000005,3570.0000000000005
107.0,3560.0,3550.0,3420.0000000000005,3410.0,1830.0,10410.0,5710.0,5660.0,5480.0,3550.0
108.0,3600.0,3560.0,3470.0000000000005,3390.0,3360.0,5900.0,5560.0,5350.0,3210.0,3020.0000000000005
109.0,3780.0000000000005,3760.0,3590.0,1800.0,1210.0000000000002,10180.000000000002,5900.0,5870.0,5670.0,3780.0000000000005
110.0,3760.0,3610.0,3590.0,1810.0000000000002,1790.0000000000002,5870.0,5860.0,5580.0,3830.0000000000005,3390.0
111.0,3570.0000000000005,3560.0,3530.0000000000005,3360.0,1800.0,10470.0,5870.0,5860.0,5690.000000000001,5280.0
112.0,3560.0,3550.0,3540.0,3520.0000000000005,1780.0,5880.0,5870.0,5730.0,5710.0,5480.0
113.0,3590.0,3580.0000000000005,3380.0000000000005,2980.0,1750.0,5940.000000000001,5860.0,5670.0,3590.0,3380.0000000000005
114.0,3610.0,3580.0000000000005,3540.0,3410.0,2010.0000000000002,10400.0,5850.0,5840.000000000001,5680.0,2790.0
115.0,3760.0,3560.0,3530.0000000000005,1860.0000000000002,1270.0,5890.000000000001,5880.0,5700.0,5680.0,0.0
116.0,3570.0000000000005,3550.0,3420.0000000000005,3360.0,1270.0,5870.0,5860.0,5770.0,5690.000000000001,5680.0
117.0,3770.0000000000005,3590.0,3580.0000000000005,3560.0,1790.0000000000002,5880.0,5860.0,5750.0,5490.000000000001,3770.0000000000005
118.0,3590.0,3490.0,3420.0000000000005,3380.0000000000005,3370.0000000000005,10440.0,5880.0,5860.0,5680.0,5660.0
119.0,3610.0,3570.0000000000005,3410.0,3390.0,1800.0,5830.0,5660.0,5590.000000000001,1320.0,0.0
120.0,3580.0000000000005,3560.0,3520.0000000000005,3350.0,1250.0,5870.0,5740.000000000001,5690.000000000001,5480.0,3560.0
121.0,3730.0000000000005,3620.0000000000005,3550.0,3500.0,1920.0000000000002,5890.000000000001,5870.0,5860.0,5780.0,5670.0
122.0,3590.0,3530.0000000000005,3380.0000000000005,1830.0,1770.0,5890.000000000001,5660.0,5640.000000000001,5550.0,3530.0000000000005
123.0,3560.0,3550.0,3540.0,3530.0000000000005,3520.0000000000005,5930.0,5680.0,3790.0,3530.0000000000005,3380.0000000000005
124.0,3730.0000000000005,3540.0,3530.0000000000005,3440.0,1280.0,5930.0,5900.0,5840.000000000001,5730.0,5680.0
125.0,3630.0000000000005,3590.0,3510.0,3490.0,1300.0,5890.000000000001,5660.0,5280.0,3620.0000000000005,0.0
126.0,3580.0000000000005,3520.0000000000005,3380.0000000000005,1800.0,1240.0,10610.0,10540.0,10360.0,5870.0,5690.000000000001
127.0,3760.0,3540.0,1810.0000000000002,1800.0,1240.0,5910.0,5890.000000000001,5840.000000000001,5280.0,3020.0000000000005
128.0,3760.0,3590.0,3530.0000000000005,3370.0000000000005,1810.0000000000002,5880.0,5720.0,5690.000000000001,5280.0,5240.000000000001
129.0,3600.0,3570.0000000000005,3560.0,3550.0,1830.0,5900.0,5520.0,5510.0,3560.0,3550.0
130.0,3590.0,3570.0000000000005,3420.0000000000005,3380.0000000000005,1280.0,5870.0,5670.0,5640.000000000001,5470.0,3590.0
131.0,3650.0,3580.0000000000005,3570.0000000000005,3560.0,3370.0000000000005,5890.000000000001,5730.0,5690.000000000001,5670.0,3580.0000000000005
132.0,3600.0,3590.0,3560.0,2040.0000000000002,1760.0000000000002,5890.000000000001,5770.0,5680.0,5450.0,3590.0
133.0,3440.0,3380.0000000000005,1800.0,1790.0000000000002,1230.0,5900.0,5880.0,5680.0,2940.0,0.0
134.0,3560.0,3540.0,3390.0,3380.0000000000005,1190.0,5880.0,5870.0,5570.0,5400.0,5110.0
135.0,3610.0,3490.0,3450.0,3210.0,1790.0000000000002,5880.0,5870.0,5690.000000000001,3800.0,3490.0
136.0,3590.0,3580.0000000000005,3560.0,3420.0000000000005,3400.0,5670.0,5650.0,5550.0,5490.000000000001,3590.0
137.0,3770.0000000000005,3590.0,3550.0,3450.0,1250.0,5850.0,5690.000000000001,5680.0,5670.0,5400.0
138.0,3590.0,3580.0000000000005,3550.0,3540.0,1220.0,10400.0,5880.0,5680.0,3590.0,3580.0000000000005
139.0,3620.0000000000005,3530.0000000000005,3480.0000000000005,3470.0000000000005,3360.0,10000.0,6100.0,5930.0,5820.0,0.0
140.0,3580.0000000000005,3550.0,3430.0000000000005,1800.0,1760.0000000000002,10260.0,5880.0,5840.000000000001,5720.0,3810.0
141.0,3580.0000000000005,3560.0,3550.0,3520.0000000000005,3460.0,5900.0,5870.0,3580.0000000000005,3550.0,0.0
142.0,3580.0000000000005,3360.0,1800.0,1720.0,1280.0,5870.0,5790.000000000001,5670.0,3600.0,0.0
143.0,3620.0000000000005,3570.0000000000005,3550.0,3390.0,1920.0000000000002,5880.0,5720.0,5660.0,5550.0,3570.0000000000005
144.0,3610.0,3560.0,3550.0,3370.0000000000005,1540.0,5830.0,5820.0,5760.0,5690.000000000001,5270.0
145.0,3590.0,3570.0000000000005,3420.0000000000005,3380.0000000000005,1290.0,5900.0,5890.000000000001,5880.0,5660.0,5350.0
146.0,3410.0,1840.0000000000002,1300.0,1250.0,1190.0,5860.0,5750.0,5700.0,5090.000000000001,3790.0
147.0,3580.0000000000005,3570.0000000000005,3560.0,3420.0000000000005,1240.0,10460.0,5880.0,5760.0,5750.0,5670.0
148.0,3590.0,3560.0,3550.0,3390.0,3380.0000000000005,10270.0,5910.0,5880.0,5860.0,5680.0
149.0,3590.0,3580.0000000000005,3420.0000000000005,1770.0,1250.0,10480.000000000002,5880.0,5690.000000000001,5630.0,2330.0
150.0,3790.0,3510.0,3400.0,1750.0,1320.0,7060.000000000001,5690.000000000001,5680.0,5670.0,5550.0
151.0,3750.0,3610.0,3590.0,3560.0,3550.0,5920.0,5910.0,5690.000000000001,5650.0,0.0
152.0,3600.0,3580.0000000000005,3540.0,3420.0000000000005,3410.0,10490.0,5910.0,5880.0,5670.0,3600.0
153.0,3510.0,3390.0,1820.0,1770.0,1760.0000000000002,5900.0,5880.0,5820.0,5810.0,5770.0
154.0,3600.0,3560.0,3510.0,1790.0000000000002,1750.0,5910.0,5800.0,5770.0,5710.0,3560.0
155.0,3580.0000000000005,3560.0,1740.0000000000002,1710.0000000000002,1280.0,5860.0,5680.0,5490.000000000001,3170.0000000000005,3010.0
156.0,3770.0000000000005,3510.0,3500.0,3390.0,3380.0000000000005,5900.0,5890.000000000001,5880.0,5700.0,3770.0000000000005
157.0,3390.0,1790.0000000000002,1720.0,1290.0,1250.0,10270.0,5760.0,5730.0,5670.0,5480.0
158.0,3640.0,3590.0,3540.0,1170.0,310.0,10730.000000000002,5870.0,5690.000000000001,3590.0,2600.0
159.0,3590.0,3180.0,1820.0,1810.0000000000002,1270.0,5870.0,5510.0,5270.0,3400.0,0.0
160.0,3590.0,3560.0,3510.0,3360.0,0.0,5860.0,5760.0,5680.0,3590.0,0.0
161.0,3620.0000000000005,3560.0,1840.0000000000002,1270.0,1220.0,5910.0,5880.0,5720.0,5690.000000000001,2760.0
162.0,3590.0,3560.0,3510.0,3390.0,1220.0,5880.0,5810.0,5680.0,3770.0000000000005,3590.0
163.0,3540.0,3500.0,3400.0,1900.0,1820.0,10360.0,5720.0,5700.0,5630.0,5580.0
164.0,3570.0000000000005,1760.0000000000002,1260.0000000000002,1210.0000000000002,1200.0,5800.0,5690.000000000001,5680.0,4740.000000000001,160.0
165.0,3620.0000000000005,3570.0000000000005,1790.0000000000002,1650.0,310.0,5880.0,5870.0,5810.0,5670.0,0.0
166.0,3590.0,3560.0,3520.0000000000005,1770.0,1270.0,5890.000000000001,5880.0,5830.0,5800.0,0.0
167.0,3580.0000000000005,3410.0,1780.0,1280.0,1210.0000000000002,5890.000000000001,5710.0,5690.000000000001,5600.0,3580.0000000000005
168.0,3590.0,3500.0,3420.0000000000005,1820.0,1750.0,10490.0,5880.0,5760.0,3590.0,0.0
169.0,3610.0,3590.0,3190.0,1280.0,1170.0,5890.000000000001,5820.0,5690.000000000001,5660.0,160.0
170.0,3600.0,3550.0,3510.0,3480.0000000000005,1740.0000000000002,10550.0,5880.0,5720.0,5110.0,2960.0
171.0,3570.0000000000005,3410.0,1800.0,1760.0000000000002,1240.0,10670.0,5880.0,5870.0,5670.0,5500.0
172.0,3600.0,3590.0,3570.0000000000005,3540.0,3390.0,10950.0,5870.0,5710.0,5700.0,5370.0
173.0,3620.0000000000005,3590.0,3550.0,3190.0,1230.0,11940.0,7000.0,5870.0,5670.0,5560.0
174.0,3600.0,3570.0000000000005,3560.0,1910.0000000000002,1800.0,11620.0,10130.000000000002,5940.000000000001,5470.0,1330.0
175.0,3580.0000000000005,3540.0,3500.0,1830.0,1820.0,10460.0,5670.0,5320.0,5280.0,3030.0
176.0,3630.0000000000005,3600.0,3560.0,3540.0,3330.0000000000005,10510.0,10390.0,5900.0,5890.000000000001,5770.0
177.0,3630.0000000000005,3620.0000000000005,3530.0000000000005,3500.0,1760.0000000000002,11730.000000000002,11130.000000000002,5740.000000000001,5670.0,5420.0
178.0,3590.0,3570.0000000000005,3550.0,3420.0000000000005,1220.0,11440.0,11410.0,5880.0,5680.0,3590.0
179.0,3630.0000000000005,3600.0,3500.0,3420.0000000000005,1800.0,11900.0,11760.0,11030.000000000002,5890.000000000001,3600.0
180.0,3600.0,3580.0000000000005,3510.0,3420.0000000000005,3390.0,10780.000000000002,10740.0,10650.0,5750.0,5690.000000000001
181.0,3590.0,3560.0,3190.0,1800.0,1770.0,12050.0,11820.0,11630.000000000002,10430.000000000002,5590.000000000001
182.0,3630.0000000000005,1330.0,1270.0,1250.0,1180.0,11710.0,10440.0,10420.0,10240.0,10230.000000000002
183.0,3590.0,3580.0000000000005,3360.0,1810.0000000000002,1770.0,12030.000000000002,11800.0,11600.0,5700.0,0.0
184.0,3620.0000000000005,3590.0,3570.0000000000005,1810.0000000000002,0.0,11870.0,10810.0,10310.0,10270.0,5900.0
185.0,3380.0000000000005,3220.0000000000005,1780.0,1590.0,310.0,11850.0,11830.000000000002,11770.0,5880.0,5870.0
186.0,3590.0,3580.0000000000005,3550.0,1240.0,1210.0000000000002,12030.000000000002,11320.0,10220.0,5850.0,3580.0000000000005
187.0,3590.0,3580.0000000000005,3570.0000000000005,3480.0000000000005,1790.0000000000002,12000.0,11970.0,11850.0,11560.0,11320.0
188.0,3560.0,3510.0,1810.0000000000002,1780.0,1740.0000000000002,11790.0,11280.000000000002,11170.0,10450.0,10300.0
189.0,3630.0000000000005,3490.0,3420.0000000000005,1660.0000000000002,1280.0,11890.0,11850.0,11820.0,11590.0,10600.0
190.0,3590.0,3540.0,3530.0000000000005,1570.0,1240.0,12080.000000000002,11960.0,11760.0,11730.000000000002,11700.0
191.0,3600.0,3440.0,1790.0000000000002,1710.0000000000002,1250.0,12020.0,11850.0,11660.0,11440.0,10290.0
192.0,3560.0,3440.0,1790.0000000000002,1770.0,1230.0,12000.0,11930.000000000002,11840.0,11800.0,11470.0
193.0,3560.0,3550.0,3500.0,3220.0000000000005,1250.0,11990.0,11960.0,11790.0,11750.0,11460.0
194.0,3740.0,3400.0,1810.0000000000002,1540.0,1240.0,11810.0,11680.000000000002,11470.0,5900.0,5700.0
195.0,3740.0,3650.0,3600.0,3510.0,3430.0000000000005,11980.000000000002,11950.0,11900.0,11800.0,11750.0
196.0,3640.0,3580.0000000000005,3560.0,3420.0000000000005,1780.0,11730.000000000002,11700.0,11570.0,11530.000000000002,10930.000000000002
197.0,3770.0000000000005,3560.0,3400.0,1800.0,1210.0000000000002,11590.0,11430.000000000002,11410.0,10820.0,10310.0
198.0,3610.0,3600.0,3420.0000000000005,1690.0000000000002,1210.0000000000002,12070.0,11900.0,11870.0,11740.0,10530.000000000002
199.0,3520.0000000000005,3480.0000000000005,1790.0000000000002,1530.0,1220.0,11990.0,11970.0,11640.0,11630.000000000002,11430.000000000002
200.0,3570.0000000000005,3400.0,1800.0,1600.0,1400.0,11940.0,11860.0,11830.000000000002,11800.0,11710.0
201.0,3770.0000000000005,3530.0000000000005,3260.0,1200.0,1190.0,11850.0,11750.0,11540.0,11480.000000000002,10460.0
202.0,3610.0,3570.0000000000005,3390.0,3330.0000000000005,1210.0000000000002,11930.000000000002,11260.0,11000.0,10560.0,10470.0
203.0,3600.0,3430.0000000000005,3420.0000000000005,1780.0,1200.0,11890.0,11860.0,11810.0,11700.0,11520.0
204.0,3700.0,3590.0,3420.0000000000005,3220.0000000000005,1800.0,11890.0,11390.0,10660.0,10580.000000000002,10450.0
205.0,11910.0,3390.0,3380.0000000000005,3030.0,1270.0,11940.0,11910.0,11680.000000000002,11600.0,11500.0
206.0,12000.0,11910.0,3800.0,3450.0,1220.0,12000.0,11910.0,11870.0,11750.0,11730.000000000002
207.0,3570.0000000000005,3530.0000000000005,3490.0,1820.0,1240.0,12050.0,11920.0,11890.0,11860.0,10140.0
208.0,3520.0000000000005,3430.0000000000005,1800.0,1750.0,1250.0,11840.0,11780.000000000002,11700.0,11670.0,11010.0
209.0,11790.0,3570.0000000000005,3540.0,3410.0,3390.0,11940.0,11790.0,11770.0,11760.0,10190.0
210.0,11920.0,3630.0000000000005,3590.0,3400.0,1240.0,11920.0,11890.0,11630.000000000002,11510.0,11420.0
211.0,3650.0,3590.0,3560.0,3440.0,1230.0,12040.0,11740.0,11600.0,11530.000000000002,11520.0
212.0,3580.0000000000005,3520.0000000000005,3510.0,3440.0,3430.0000000000005,11880.000000000002,11730.000000000002,11700.0,11690.0,11680.000000000002
